,rainfall_mm,evap_mm,outflow_m3s,lake_level_m
2002-06-25,0.002227848,1.58,1167.249,12.01
2002-06-26,0.963221214,1.46,1183.859,12.0
2002-06-27,1.823113703,1.41,1176.45,11.99
2002-06-28,3.462362345,1.61,1171.807,11.99
2002-06-29,4.589326691,2.04,1156.986,11.99
2002-06-30,1.447079293,2.2,1084.913,11.99
2002-07-01,0.085395272,1.99,1048.641,11.99
2002-07-02,0.46023376,1.88,1127.54,11.99
2002-07-03,0.359262252,1.8,1154.146,11.99
2002-07-04,0.019549705,1.69,1158.62,11.98
2002-07-05,0.0,1.82,1188.208,11.98
2002-07-06,0.0,1.82,1161.915,11.98
2002-07-07,0.0,1.73,1111.303,11.97
2002-07-08,1.685784364,1.67,1116.772,11.96
2002-07-09,0.0,1.39,1176.962,11.94
2002-07-10,0.0,1.3,1221.201,11.93
2002-07-11,0.0,1.26,1267.977,11.92
2002-07-12,0.270809132,1.21,1202.772,11.93
2002-07-13,1.707828871,1.07,1148.029,11.93
2002-07-14,2.662992254,1.18,1100.429,11.92
2002-07-15,0.738320861,1.32,1052.063,11.92
2002-07-16,0.007960884,1.36,1123.604,11.91
2002-07-17,0.956753719,1.26,1127.084,11.9
2002-07-18,2.714753838,1.17,1124.442,11.88
2002-07-19,1.873112613,1.75,1135.065,11.89
2002-07-20,1.109653184,1.78,1104.831,11.88
2002-07-21,1.575226772,1.88,1013.229,11.88
2002-07-22,0.547120973,1.68,1129.536,11.88
2002-07-23,0.003819897,1.69,1152.362,11.89
2002-07-24,0.0,1.48,1128.664,11.88
2002-07-25,0.0,1.43,1140.175,11.86
2002-07-26,0.0,1.13,1178.899,11.85
2002-07-27,1.016002812,1.09,1135.412,11.84
2002-07-28,0.616162518,1.17,1087.69,11.84
2002-07-29,1.044641989,1.19,1077.816,11.83
2002-07-30,5.137371786,1.38,1154.538,11.83
2002-07-31,5.935787422,1.92,1098.581,11.83
2002-08-01,1.920831994,3.2,1119.784,11.84
2002-08-02,1.137063625,3.45,1082.267,11.84
2002-08-03,0.711216333,3.01,1054.342,11.83
2002-08-04,2.309169822,2.75,1049.307,11.83
2002-08-05,1.921722999,2.57,1065.724,11.82
2002-08-06,4.668110014,2.09,1115.959,11.82
2002-08-07,1.242251518,2.13,1088.865,11.82
2002-08-08,1.860869342,2.09,1088.128,11.82
2002-08-09,1.184349997,2.29,1098.071,11.82
2002-08-10,0.78720892,2.18,1065.09,11.82
2002-08-11,0.324067024,2.01,1025.187,11.81
2002-08-12,0.001035682,2.17,1041.262,11.82
2002-08-13,0.0,2.34,1080.407,11.81
2002-08-14,0.000967199,2.0,1107.283,11.81
2002-08-15,0.032282748,1.82,1134.593,11.8
2002-08-16,0.207032602,1.75,1110.065,11.78
2002-08-17,0.657848896,1.52,1098.166,11.78
2002-08-18,0.701505237,1.71,1074.698,11.78
2002-08-19,0.384249661,1.77,1040.555,11.78
2002-08-20,0.860196954,1.62,1071.196,11.77
2002-08-21,0.446328872,1.45,1085.672,11.77
2002-08-22,0.288994641,1.71,1106.826,11.76
2002-08-23,2.720641085,1.44,1102.804,11.75
2002-08-24,1.343586689,1.24,1015.404,11.75
2002-08-25,0.537268918,1.83,1018.672,11.75
2002-08-26,0.188900845,1.92,993.016,11.74
2002-08-27,0.232968749,1.79,1033.795,11.73
2002-08-28,0.801620001,2.05,1068.023,11.73
2002-08-29,0.191725908,1.99,1041.212,11.73
2002-08-30,2.031901739,2.02,1050.759,11.73
2002-08-31,3.627617162,1.58,1035.753,11.73
2002-09-01,4.345952962,1.66,1035.498,11.72
2002-09-02,3.52390712,1.58,991.428,11.73
2002-09-03,2.29889678,1.65,1021.293,11.74
2002-09-04,0.053079822,1.85,1016.52,11.72
2002-09-05,0.092463057,1.86,1017.17,11.69
2002-09-06,0.256396994,1.65,1031.478,11.7
2002-09-07,2.072530969,2.07,1028.392,11.7
2002-09-08,0.640302264,2.52,1002.93,11.68
2002-09-09,1.679134871,2.14,972.131,11.69
2002-09-10,2.953115558,3.48,1021.508,11.68
2002-09-11,3.858287831,3.67,1044.132,11.67
2002-09-12,4.479105907,3.52,1053.247,11.66
2002-09-13,1.89237337,4.64,1049.781,11.65
2002-09-14,2.049387038,5.03,990.87,11.65
2002-09-15,1.056047981,4.55,963.092,11.7
2002-09-16,0.369552834,4.01,994.408,11.69
2002-09-17,1.199333162,3.78,1045.497,11.66
2002-09-18,0.974319892,3.36,1078.14,11.66
2002-09-19,0.095470704,2.73,1086.11,11.64
2002-09-20,0.981146902,2.53,1060.662,11.63
2002-09-21,0.542075961,2.4,1064.531,11.62
2002-09-22,0.376402445,2.0,1037.851,11.62
2002-09-23,2.248722318,2.01,1024.226,11.64
2002-09-24,0.290475449,2.32,1082.042,11.62
2002-09-25,2.126120308,2.25,1107.526,11.59
2002-09-26,0.980892086,2.25,1099.352,11.6
2002-09-27,0.071759906,2.33,1094.635,11.6
2002-09-28,2.996717232,2.08,1060.581,11.61
2002-09-29,0.835599058,1.97,1015.17,11.61
2002-09-30,1.849824413,1.94,999.557,11.61
2002-10-01,4.955629508,1.94,1057.465,11.6
2002-10-02,6.403901338,3.04,1021.863,11.6
2002-10-03,2.649563011,4.71,1065.292,11.6
2002-10-04,6.823773815,5.36,1101.206,11.61
2002-10-05,4.583442102,4.69,1083.909,11.61
2002-10-06,8.531236676,4.56,1059.756,11.61
2002-10-07,3.288752088,5.15,1039.521,11.6
2002-10-08,3.023665578,5.22,1058.473,11.6
2002-10-09,3.355337418,5.62,1093.578,11.6
2002-10-10,2.971099206,5.67,1053.835,11.61
2002-10-11,1.488820443,6.76,1100.758,11.61
2002-10-12,2.645142207,6.67,1056.428,11.6
2002-10-13,0.653700653,6.78,1076.177,11.59
2002-10-14,2.081072622,6.05,1066.256,11.59
2002-10-15,2.356416617,5.41,1195.629,11.6
2002-10-16,0.847823946,5.02,1215.451,11.59
2002-10-17,1.768170135,5.24,1172.255,11.59
2002-10-18,4.286535939,4.66,1198.202,11.58
2002-10-19,6.2057011,3.12,1215.732,11.58
2002-10-20,3.762458633,3.54,1099.485,11.61
2002-10-21,2.03065168,5.37,1055.854,11.6
2002-10-22,1.688091955,6.59,1137.179,11.59
2002-10-23,1.634580308,5.84,1199.579,11.59
2002-10-24,2.762727122,4.66,1142.597,11.58
2002-10-25,4.008886795,3.11,1172.392,11.57
2002-10-26,2.655173872,3.72,1157.299,11.58
2002-10-27,7.21480863,5.15,1136.329,11.57
2002-10-28,1.668164817,6.15,1078.216,11.57
2002-10-29,8.020206728,4.4,1172.626,11.57
2002-10-30,13.2128705,4.01,1198.023,11.57
2002-10-31,3.440622806,4.26,1161.383,11.56
2002-11-01,7.280643935,4.1,1124.715,11.58
2002-11-02,4.633012838,5.01,1114.313,11.58
2002-11-03,7.509029523,4.54,1098.807,11.57
2002-11-04,9.964827036,4.7,1092.892,11.58
2002-11-05,15.95981253,3.37,1159.355,11.59
2002-11-06,28.78813907,1.76,1154.563,11.6
2002-11-07,10.98481308,3.27,1204.719,11.63
2002-11-08,5.621058881,4.26,1219.856,11.65
2002-11-09,1.432707746,5.24,1143.296,11.64
2002-11-10,9.435890002,4.35,1102.272,11.64
2002-11-11,3.263068631,4.39,1115.268,11.65
2002-11-12,2.690085061,5.36,1155.644,11.65
2002-11-13,3.105725357,4.45,1141.106,11.65
2002-11-14,8.547582078,3.71,1207.863,11.65
2002-11-15,3.170130251,3.59,1192.159,11.66
2002-11-16,16.62549736,2.45,1141.195,11.66
2002-11-17,4.499167779,4.13,1118.833,11.68
2002-11-18,0.640365877,4.03,1125.678,11.68
2002-11-19,7.21290349,4.86,1173.647,11.68
2002-11-20,6.103033412,3.52,1164.477,11.7
2002-11-21,1.673892146,5.13,1156.616,11.7
2002-11-22,2.611180708,4.43,1141.522,11.69
2002-11-23,4.776264764,3.86,1222.935,11.7
2002-11-24,7.017125893,2.22,1120.041,11.72
2002-11-25,4.882549017,3.4,1090.476,11.7
2002-11-26,6.189677659,3.54,1172.471,11.7
2002-11-27,3.991984821,5.07,1192.67,11.72
2002-11-28,1.057533118,6.25,1210.625,11.72
2002-11-29,0.607390953,7.09,1161.651,11.72
2002-11-30,0.771900287,7.35,1179.381,11.71
2002-12-01,0.209695961,7.08,1160.659,11.71
2002-12-02,0.336409793,6.6,1136.262,11.7
2002-12-03,1.764515457,6.17,1131.905,11.69
2002-12-04,5.940225156,5.58,1174.809,11.69
2002-12-05,3.725830459,4.28,1144.904,11.7
2002-12-06,3.554757744,3.08,1101.78,11.69
2002-12-07,1.864136249,6.13,1136.962,11.69
2002-12-08,3.467643839,5.26,1132.214,11.7
2002-12-09,2.18127324,5.97,1085.901,11.71
2002-12-10,2.193970796,5.11,1113.569,11.68
2002-12-11,4.291055208,3.84,1136.811,11.66
2002-12-12,6.586429553,2.79,1152.709,11.67
2002-12-13,2.268674676,4.36,1174.72,11.66
2002-12-14,7.357816642,4.07,1166.179,11.67
2002-12-15,4.931778315,2.79,1109.379,11.66
2002-12-16,9.865198015,3.63,1056.915,11.7
2002-12-17,1.93771094,5.08,1141.615,11.69
2002-12-18,5.781992272,3.82,1169.794,11.7
2002-12-19,20.57832836,1.68,1166.991,11.72
2002-12-20,6.417008071,5.01,1181.417,11.74
2002-12-21,27.47871341,1.48,1173.565,11.74
2002-12-22,6.426850948,3.23,1135.013,11.76
2002-12-23,26.10888998,3.05,1084.51,11.78
2002-12-24,16.26221806,2.72,1096.958,11.78
2002-12-25,0.019629544,4.89,1112.88,11.79
2002-12-26,2.900940356,5.3,980.421,11.78
2002-12-27,4.739865402,5.15,997.693,11.79
2002-12-28,1.603852716,5.29,1048.292,11.78
2002-12-29,3.032071698,5.41,1081.453,11.78
2002-12-30,5.056916751,4.44,1076.903,11.78
2002-12-31,9.418256319,3.24,1091.568,11.79
2003-01-01,3.643177934,2.61,1006.77,11.76
2003-01-02,0.348239497,4.6,1051.892,11.72
2003-01-03,7.965767653,3.7,1097.85,11.74
2003-01-04,2.840564592,4.38,1120.164,11.82
2003-01-05,0.278587676,4.52,1107.496,11.84
2003-01-06,0.701258225,5.05,1093.355,11.81
2003-01-07,4.301701251,4.26,1143.155,11.84
2003-01-08,0.396479855,5.58,1151.505,11.83
2003-01-09,0.481417549,5.75,1136.269,11.81
2003-01-10,0.365732925,6.32,1141.633,11.82
2003-01-11,0.005134816,6.22,1147.947,11.83
2003-01-12,0.289481847,5.97,1127.245,11.83
2003-01-13,0.0,6.52,1134.591,11.82
2003-01-14,0.0,6.55,1134.039,11.81
2003-01-15,0.0,6.67,1147.823,11.79
2003-01-16,0.021068538,6.43,1184.605,11.8
2003-01-17,0.917558548,6.08,1179.95,11.8
2003-01-18,1.511186794,5.89,1145.768,11.8
2003-01-19,2.002488279,4.51,1103.969,11.8
2003-01-20,4.910509963,3.2,1106.746,11.8
2003-01-21,0.929729284,3.85,1120.362,11.8
2003-01-22,10.0104739,4.17,1147.33,11.82
2003-01-23,0.20144811,5.86,1167.372,11.82
2003-01-24,0.054500505,5.53,1184.386,11.82
2003-01-25,0.0,5.01,1163.783,11.81
2003-01-26,1.406908302,5.44,1086.56,11.82
2003-01-27,2.904276454,5.31,1068.68,11.82
2003-01-28,2.136291521,6.22,1194.035,11.81
2003-01-29,2.892828651,5.63,1214.444,11.81
2003-01-30,0.677988811,5.88,1188.072,11.79
2003-01-31,0.0,7.26,1184.466,11.79
2003-02-01,0.0,7.58,1168.282,11.76
2003-02-02,0.0,7.8,1103.301,11.77
2003-02-03,0.0,7.68,999.845,11.76
2003-02-04,0.0,7.03,1095.281,11.76
2003-02-05,0.0,5.87,1181.234,11.76
2003-02-06,0.236195129,5.01,1187.381,11.75
2003-02-07,0.00920033,5.1,1200.948,11.74
2003-02-08,4.265759834,3.74,1178.651,11.74
2003-02-09,5.387318403,4.32,1135.963,11.75
2003-02-10,2.266674762,4.55,1160.197,11.75
2003-02-11,0.134441151,4.39,1201.295,11.74
2003-02-12,1.719973285,3.87,1178.511,11.72
2003-02-13,8.132459379,4.38,1180.583,11.73
2003-02-14,3.01268072,6.1,1296.027,11.75
2003-02-15,4.127098336,5.49,1221.714,11.72
2003-02-16,2.205125264,5.98,1141.791,11.71
2003-02-17,0.133629106,6.16,1063.419,11.74
2003-02-18,0.700318686,6.05,1184.878,11.74
2003-02-19,0.48184861,6.45,1236.251,11.71
2003-02-20,0.0,7.04,1229.01,11.71
2003-02-21,0.0,7.13,1223.713,11.71
2003-02-22,0.0,7.17,1162.004,11.7
2003-02-23,0.0,6.25,1104.337,11.68
2003-02-24,0.000481808,5.24,1123.451,11.68
2003-02-25,0.0,4.91,1170.824,11.7
2003-02-26,0.355128306,4.63,1193.19,11.67
2003-02-27,2.84113051,3.84,1159.214,11.56
2003-02-28,3.117791177,5.14,1139.028,11.62
2003-03-01,3.882317255,6.36,1126.102,11.69
2003-03-02,0.905880792,6.65,1063.56,11.7
2003-03-03,0.527182884,6.46,1054.586,11.66
2003-03-04,0.0,6.66,1119.917,11.66
2003-03-05,0.057788609,5.98,1152.069,11.65
2003-03-06,0.0,5.2,1164.341,11.66
2003-03-07,0.251779143,4.33,1180.073,11.62
2003-03-08,0.944689686,4.04,1158.263,11.64
2003-03-09,4.016293446,3.43,1091.331,11.63
2003-03-10,3.221738528,3.86,1083.067,11.63
2003-03-11,4.064725759,4.91,1156.695,11.64
2003-03-12,6.54436758,4.06,1175.187,11.68
2003-03-13,6.930784652,3.83,1159.358,11.66
2003-03-14,3.904173199,5.4,1151.093,11.65
2003-03-15,8.419952094,5.93,1120.795,11.62
2003-03-16,5.676372153,4.87,1108.818,11.61
2003-03-17,8.749453069,5.33,1077.442,11.61
2003-03-18,1.369296781,6.43,1129.858,11.61
2003-03-19,1.89675677,7.5,1174.065,11.62
2003-03-20,2.681088445,6.48,1165.192,11.58
2003-03-21,5.21162336,4.61,1163.778,11.59
2003-03-22,8.068739185,5.03,1120.496,11.63
2003-03-23,12.41642047,3.62,1109.038,11.62
2003-03-24,5.732114802,5.06,1068.309,11.66
2003-03-25,2.542488789,5.59,1137.841,11.63
2003-03-26,15.03879378,5.09,1191.443,11.65
2003-03-27,9.278988594,5.42,1182.4,11.66
2003-03-28,3.334442729,4.28,1164.435,11.63
2003-03-29,13.70300955,2.95,1102.605,11.63
2003-03-30,15.87916725,2.89,1178.558,11.68
2003-03-31,1.951518927,5.6,1109.0,11.64
2003-04-01,2.261184594,4.85,1135.553,11.67
2003-04-02,5.483737861,5.79,1161.539,11.7
2003-04-03,3.497999279,6.74,1165.602,11.66
2003-04-04,3.641203614,6.64,1152.625,11.67
2003-04-05,0.432415662,7.0,1118.197,11.64
2003-04-06,0.437684388,6.19,1099.248,11.64
2003-04-07,1.860852096,6.93,1084.863,11.67
2003-04-08,1.498281957,7.83,1166.115,11.64
2003-04-09,0.0,7.72,1196.311,11.63
2003-04-10,0.0,6.94,1198.304,11.64
2003-04-11,0.105539908,6.83,1215.322,11.61
2003-04-12,1.443343255,6.36,1174.12,11.62
2003-04-13,4.496610044,5.62,1096.803,11.6
2003-04-14,8.353350365,3.86,1075.595,11.64
2003-04-15,1.172878063,4.19,1154.24,11.63
2003-04-16,22.94151985,3.21,1170.547,11.67
2003-04-17,8.492019554,4.39,1195.459,11.67
2003-04-18,45.31037202,3.58,1100.227,11.7
2003-04-19,33.62440905,2.66,1092.511,11.69
2003-04-20,5.501676276,3.71,1099.311,11.71
2003-04-21,11.61565607,3.48,1016.442,11.72
2003-04-22,29.07834955,0.9,1049.902,11.76
2003-04-23,6.93540993,3.44,1134.685,11.74
2003-04-24,7.14745441,5.83,1177.446,11.74
2003-04-25,3.119254828,6.33,1183.045,11.74
2003-04-26,11.49266433,3.98,1130.745,11.74
2003-04-27,8.686245263,3.83,1081.45,11.78
2003-04-28,10.00350859,4.15,1069.485,11.79
2003-04-29,1.849284727,2.72,1129.116,11.79
2003-04-30,3.568827768,4.73,1154.06,11.8
2003-05-01,17.05514324,2.77,1203.449,11.8
2003-05-02,9.356640558,1.7,1103.097,11.83
2003-05-03,10.9570157,3.35,1094.423,11.83
2003-05-04,17.92705769,3.66,1094.666,11.84
2003-05-05,2.504648731,4.8,1095.123,11.84
2003-05-06,13.02070307,4.17,1106.327,11.88
2003-05-07,1.119745217,5.17,1009.508,11.88
2003-05-08,10.67074434,4.73,1091.753,11.91
2003-05-09,3.443192793,4.4,1144.616,11.92
2003-05-10,2.300593129,5.25,1155.861,11.9
2003-05-11,4.01185077,5.17,1120.164,11.89
2003-05-12,6.079441181,3.91,1079.143,11.9
2003-05-13,3.849574968,4.35,1137.391,11.91
2003-05-14,12.45502421,3.3,1102.382,11.95
2003-05-15,6.515956482,3.49,1101.371,11.94
2003-05-16,14.34366009,4.15,1085.345,11.91
2003-05-17,1.93850048,6.48,921.713,11.93
2003-05-18,0.26729217,6.85,1096.36,11.92
2003-05-19,0.187810169,7.2,1104.367,11.92
2003-05-20,1.378382023,7.25,1115.293,11.93
2003-05-21,1.041518352,7.08,1154.359,11.92
2003-05-22,1.863469417,6.4,1188.69,11.9
2003-05-23,8.712113851,6.35,1157.315,11.92
2003-05-24,6.789727539,6.0,1096.461,11.95
2003-05-25,6.121584516,4.88,1108.064,11.93
2003-05-26,3.889027558,4.92,1153.166,11.92
2003-05-27,7.956756465,4.48,1112.865,11.93
2003-05-28,2.579109035,5.08,1132.621,11.93
2003-05-29,1.289760069,6.18,1176.551,11.93
2003-05-30,0.785015132,6.07,1162.95,11.93
2003-05-31,1.264313377,5.92,1159.514,11.93
2003-06-01,6.06560134,4.79,1083.338,11.92
2003-06-02,1.434794265,4.31,1060.936,11.91
2003-06-03,0.550107748,4.57,1126.033,11.91
2003-06-04,1.964739969,4.4,1156.11,11.91
2003-06-05,4.089362903,4.04,1184.175,11.93
2003-06-06,5.355481346,3.83,1182.401,11.92
2003-06-07,0.415676918,4.7,1143.003,11.89
2003-06-08,2.26646979,4.95,1097.87,11.91
2003-06-09,14.03773366,5.04,1052.045,11.91
2003-06-10,6.66514431,3.94,1077.619,11.9
2003-06-11,3.544387587,3.95,1134.778,11.92
2003-06-12,0.528994639,5.42,1168.248,11.93
2003-06-13,0.151174286,5.33,1172.28,11.92
2003-06-14,0.829701563,4.36,1153.908,11.91
2003-06-15,2.154449588,3.95,1090.131,11.86
2003-06-16,3.34680405,3.91,1097.499,11.91
2003-06-17,1.605697831,4.3,1119.733,11.9
2003-06-18,1.897214106,3.8,1093.79,11.88
2003-06-19,1.868693979,3.45,1118.657,11.88
2003-06-20,1.177081826,2.97,1123.258,11.87
2003-06-21,3.304912708,3.04,1097.653,11.87
2003-06-22,2.42594485,2.91,1100.042,11.87
2003-06-23,0.058154847,2.99,1098.168,11.88
2003-06-24,2.858182626,2.61,1131.203,11.85
2003-06-25,0.762106443,2.49,1150.764,11.89
2003-06-26,5.901889781,2.09,1168.504,11.86
2003-06-27,7.666379072,2.06,1186.897,11.86
2003-06-28,6.552836645,2.5,1154.357,11.86
2003-06-29,5.161504873,2.56,1095.341,11.86
2003-06-30,2.997373894,2.79,1030.657,11.85
2003-07-01,7.328828662,2.4,1145.525,11.84
2003-07-02,5.612031252,2.34,1157.926,11.86
2003-07-03,7.019147032,2.44,1170.605,11.88
2003-07-04,5.837146935,2.42,1219.079,11.87
2003-07-05,10.73300791,1.79,1178.52,11.85
2003-07-06,7.168318901,2.87,1130.029,11.86
2003-07-07,1.965457521,3.67,1121.184,11.9
2003-07-08,0.463488026,3.5,1205.361,11.9
2003-07-09,0.825321098,2.94,1231.732,11.89
2003-07-10,0.115604935,2.87,1217.839,11.91
2003-07-11,0.89815771,2.82,1203.162,11.94
2003-07-12,0.652339331,2.56,1036.695,11.87
2003-07-13,0.046800439,2.42,1123.771,11.84
2003-07-14,0.391166291,2.01,1143.535,11.82
2003-07-15,0.423787411,2.12,1224.158,11.81
2003-07-16,0.212952746,2.18,1239.249,11.81
2003-07-17,0.220981477,2.17,1185.713,11.82
2003-07-18,0.211679642,1.97,1191.351,11.82
2003-07-19,0.149932095,1.83,1223.028,11.8
2003-07-20,1.876161978,1.93,1139.797,11.8
2003-07-21,1.386758115,2.56,1181.871,11.8
2003-07-22,3.537516332,3.5,1232.95,11.82
2003-07-23,2.200686292,3.64,1228.319,11.8
2003-07-24,0.035150376,3.82,1230.9,11.8
2003-07-25,0.0,3.31,1242.859,11.8
2003-07-26,0.048769336,2.97,1208.973,11.8
2003-07-27,0.09258215,2.86,1155.631,11.8
2003-07-28,0.010378094,2.55,1194.084,11.78
2003-07-29,2.659519841,2.26,1234.571,11.75
2003-07-30,0.111585032,2.14,1253.625,11.75
2003-07-31,0.430770223,2.08,1247.846,11.76
2003-08-01,0.135126095,2.03,1259.807,11.77
2003-08-02,0.0,1.91,1186.514,11.76
2003-08-03,0.210248893,1.84,1224.153,11.75
2003-08-04,0.006494702,2.05,1215.67,11.74
2003-08-05,0.328583474,1.8,1179.895,11.74
2003-08-06,1.701958791,1.55,1195.116,11.74
2003-08-07,0.064618864,2.07,1193.473,11.73
2003-08-08,0.009132931,2.18,1228.54,11.75
2003-08-09,0.079306873,1.99,1217.047,11.73
2003-08-10,0.116833556,1.77,1157.823,11.72
2003-08-11,3.439090753,2.12,1196.9,11.71
2003-08-12,0.770996758,2.74,1230.519,11.73
2003-08-13,1.027528001,2.73,1299.188,11.69
2003-08-14,5.246762421,2.64,1247.837,11.69
2003-08-15,0.947509618,3.28,1279.155,11.69
2003-08-16,8.179310456,3.45,1256.792,11.66
2003-08-17,1.057278098,3.49,1184.564,11.65
2003-08-18,1.35824428,2.83,1158.648,11.69
2003-08-19,0.720025938,4.17,1243.022,11.7
2003-08-20,11.72283,3.27,1289.198,11.69
2003-08-21,0.446916618,3.9,1190.376,11.64
2003-08-22,10.73230168,5.01,1208.625,11.72
2003-08-23,1.729816655,6.89,1134.163,11.72
2003-08-24,0.876073503,6.57,1180.273,11.71
2003-08-25,15.22427248,4.57,1227.249,11.68
2003-08-26,2.458933451,4.61,1197.114,11.69
2003-08-27,11.22228546,3.07,1244.238,11.68
2003-08-28,2.67682753,5.18,1235.613,11.67
2003-08-29,0.812381943,7.03,1221.177,11.7
2003-08-30,0.001056201,7.24,1205.672,11.7
2003-08-31,0.396101829,6.38,1176.003,11.71
2003-09-01,0.837011588,6.3,1165.425,11.71
2003-09-02,1.876538185,5.03,1235.796,11.71
2003-09-03,3.988080795,4.3,1204.756,11.71
2003-09-04,3.479409884,4.38,1221.309,11.7
2003-09-05,3.379365575,4.35,1199.797,11.69
2003-09-06,3.304852654,4.19,1209.597,11.7
2003-09-07,2.562049613,4.51,1187.578,11.7
2003-09-08,0.463154104,4.83,1129.294,11.69
2003-09-09,2.631856891,3.84,1177.359,11.68
2003-09-10,2.075381402,4.16,1212.454,11.68
2003-09-11,1.183344392,5.78,1215.006,11.67
2003-09-12,4.094879417,5.42,1195.599,11.68
2003-09-13,0.0,6.68,1170.876,11.68
2003-09-14,2.893021105,6.02,1168.426,11.67
2003-09-15,5.915503221,4.81,1158.919,11.68
2003-09-16,2.473439661,5.09,1168.718,11.68
2003-09-17,0.589953218,5.18,1191.084,11.68
2003-09-18,2.126809492,5.49,1230.679,11.68
2003-09-19,0.115100379,6.18,1219.062,11.68
2003-09-20,0.001641829,6.84,1176.892,11.67
2003-09-21,0.104701259,5.87,1173.919,11.67
2003-09-22,2.682593659,5.17,1162.27,11.67
2003-09-23,1.356432276,5.01,1238.409,11.66
2003-09-24,3.887154755,4.81,1243.163,11.66
2003-09-25,0.393599999,5.14,1235.003,11.66
2003-09-26,0.316250011,5.28,1247.797,11.66
2003-09-27,1.809076313,4.38,1245.813,11.66
2003-09-28,3.948503442,3.38,1170.663,11.66
2003-09-29,0.146754447,4.24,1153.527,11.65
2003-09-30,0.022333539,4.51,1229.506,11.64
2003-10-01,0.772344863,4.26,1230.524,11.63
2003-10-02,2.249189402,3.45,1231.614,11.62
2003-10-03,2.705428398,3.01,1207.16,11.62
2003-10-04,1.831033815,2.99,1053.877,11.62
2003-10-05,4.331299903,4.41,1124.316,11.62
2003-10-06,2.436134035,4.61,1134.224,11.62
2003-10-07,2.954758898,5.92,1184.024,11.61
2003-10-08,5.732747201,5.16,1238.582,11.61
2003-10-09,0.287419179,6.19,1194.435,11.61
2003-10-10,0.472285757,7.19,1105.909,11.61
2003-10-11,0.401353094,6.87,1188.673,11.61
2003-10-12,5.331351842,5.16,1179.747,11.59
2003-10-13,0.750064933,4.45,1123.123,11.57
2003-10-14,2.490486927,5.46,1175.617,11.59
2003-10-15,0.418818818,5.65,1195.179,11.6
2003-10-16,3.453545066,5.23,1199.87,11.6
2003-10-17,7.223082021,5.09,1193.413,11.61
2003-10-18,0.237295682,3.47,1223.137,11.64
2003-10-19,3.991820326,3.37,1175.094,11.63
2003-10-20,2.485860332,6.0,1174.459,11.63
2003-10-21,0.919366627,6.47,1193.047,11.61
2003-10-22,3.39053796,6.29,1209.881,11.61
2003-10-23,0.909601066,6.82,1229.956,11.61
2003-10-24,0.179109725,5.79,1228.812,11.59
2003-10-25,0.070351328,5.44,1252.908,11.57
2003-10-26,2.803209695,5.08,1197.855,11.58
2003-10-27,8.863606832,5.24,1202.453,11.57
2003-10-28,3.053054913,6.32,1236.117,11.58
2003-10-29,6.897279898,5.33,1268.166,11.57
2003-10-30,3.223786048,5.36,1268.036,11.58
2003-10-31,11.63872265,3.98,1238.039,11.59
2003-11-01,2.452817081,4.98,1253.475,11.6
2003-11-02,3.554992088,4.68,1188.199,11.6
2003-11-03,4.61132043,4.75,1092.347,11.59
2003-11-04,4.829902137,4.8,1179.618,11.6
2003-11-05,0.419100605,6.03,1279.741,11.61
2003-11-06,3.774443233,4.77,1296.384,11.61
2003-11-07,0.199505666,6.11,1268.709,11.56
2003-11-08,0.260716339,6.7,1276.432,11.54
2003-11-09,1.352839718,5.95,1208.424,11.51
2003-11-10,8.385191199,3.9,1193.189,11.53
2003-11-11,6.027114872,3.13,1208.122,11.54
2003-11-12,0.84148876,5.76,1258.132,11.54
2003-11-13,2.538246655,5.57,1300.126,11.53
2003-11-14,5.868812614,4.02,1292.549,11.54
2003-11-15,4.036446731,4.08,1259.585,11.51
2003-11-16,6.539037186,4.04,1225.459,11.55
2003-11-17,5.939835564,6.2,1208.68,11.55
2003-11-18,0.385967336,7.02,1282.517,11.52
2003-11-19,3.619024779,6.96,1278.982,11.54
2003-11-20,0.989678752,6.94,1237.496,11.49
2003-11-21,3.957665157,5.72,1289.761,11.51
2003-11-22,3.38810268,5.31,1274.407,11.52
2003-11-23,2.518146719,4.22,1218.051,11.51
2003-11-24,5.405136633,4.41,1196.438,11.52
2003-11-25,9.515547506,4.11,1229.088,11.52
2003-11-26,3.635905991,4.05,1211.304,11.52
2003-11-27,5.169501221,3.99,1263.573,11.52
2003-11-28,7.477706914,4.27,1281.338,11.52
2003-11-29,17.502578,3.99,1263.981,11.56
2003-11-30,4.044445181,3.93,1225.0,11.53
2003-12-01,1.410320807,3.82,1135.166,11.54
2003-12-02,3.229058513,3.6,1117.9,11.51
2003-12-03,3.803726587,4.77,1241.629,11.51
